ID,OPERADORA,TIPO_SERVICO,PORTADO
5561905010555,VIVO,DADOS_4G,Nao
5567925059760,TIM,DADOS_5G,Nao
5518975044716,OI,DADOS_4G,Nao
5530938678869,CLARO,DADOS_3G,Nao
5589972422184,CLARO,DADOS_5G,Sim
5571963213290,VIVO,DADOS_3G,Sim
5570973524268,OI,DADOS_4G,Nao
5574923858852,VIVO,DADOS_5G,Nao
5580982497362,TIM,DADOS_4G,Sim
5567912667037,CLARO,DADOS_5G,Nao
5576935877381,TIM,DADOS_4G,Nao
5569967649114,CLARO,DADOS_4G,Nao
5553989560583,TIM,DADOS_4G,Sim
5585948855059,CLARO,DADOS_5G,Nao
5568927344743,CLARO,DADOS_3G,Sim
5524938640233,CLARO,DADOS_5G,Sim
5582972005429,CLARO,DADOS_3G,Nao
5595961536965,VIVO,DADOS_5G,Sim
5550948982333,OI,DADOS_3G,Nao
5518957215795,VIVO,DADOS_4G,Nao
5511956050455,OI,DADOS_5G,Nao
5588935585963,TIM,DADOS_4G,Nao
5581912703776,TIM,DADOS_5G,Nao
5568916298437,OI,DADOS_5G,Sim
5546992072210,CLARO,DADOS_4G,Nao
5577964432392,TIM,DADOS_5G,Sim
5577951615576,VIVO,DADOS_5G,Sim
5534949375747,CLARO,DADOS_4G,Sim
5527932062923,TIM,DADOS_4G,Nao
5513986446597,CLARO,DADOS_4G,Nao
5587947831097,CLARO,DADOS_3G,Sim
5534984282697,OI,DADOS_3G,Sim
5515911326704,VIVO,DADOS_3G,Sim
5533984804953,OI,DADOS_3G,Nao
5540931302323,VIVO,DADOS_5G,Sim
5535906827648,TIM,DADOS_5G,Nao
5540957610935,TIM,DADOS_3G,Nao
5554961681084,TIM,DADOS_3G,Sim
5514997717055,VIVO,DADOS_3G,Nao
5594974440472,TIM,DADOS_5G,Nao
5522958369191,TIM,DADOS_4G,Sim
5583913609791,VIVO,DADOS_5G,Sim
5512963425332,VIVO,DADOS_3G,Sim
5578943143816,OI,DADOS_4G,Sim
5551941985388,VIVO,DADOS_3G,Sim
5519955941985,TIM,DADOS_3G,Sim
5575900298173,OI,DADOS_3G,Sim
5551996078823,VIVO,DADOS_4G,Nao
5583978789554,TIM,DADOS_3G,Sim
5575963171702,CLARO,DADOS_3G,Sim
5556923793441,TIM,DADOS_5G,Sim
5584986190400,TIM,DADOS_4G,Nao
5565915229965,VIVO,DADOS_5G,Sim
5548950005964,TIM,DADOS_5G,Nao
5512930259694,TIM,DADOS_5G,Nao
5556946426779,VIVO,DADOS_4G,Nao
5580977039821,OI,DADOS_3G,Nao
5567998766823,OI,DADOS_5G,Nao
5562948405517,VIVO,DADOS_4G,Nao
5543916203463,TIM,DADOS_4G,Sim
5599956850034,OI,DADOS_5G,Nao
5570965082819,TIM,DADOS_3G,Nao
5540999159180,CLARO,DADOS_4G,Sim
5599935474109,VIVO,DADOS_3G,Sim
5573987511524,OI,DADOS_4G,Sim
5568966469279,OI,DADOS_5G,Sim
5525963175892,CLARO,DADOS_5G,Sim
5543915415706,OI,DADOS_5G,Nao
5570975907073,OI,DADOS_5G,Nao
5517913197808,VIVO,DADOS_5G,Sim
5534978110835,TIM,DADOS_3G,Sim
5512905824202,OI,DADOS_4G,Sim
5584959872557,OI,DADOS_3G,Nao
5568925624306,CLARO,DADOS_5G,Sim
5588915348463,TIM,DADOS_5G,Sim
5541960570580,TIM,DADOS_4G,Sim
5538971258726,OI,DADOS_4G,Sim
5535965253718,TIM,DADOS_5G,Sim
5529947200456,TIM,DADOS_3G,Sim
5542981568344,TIM,DADOS_3G,Nao
5535938000050,TIM,DADOS_4G,Nao
5583935409913,TIM,DADOS_4G,Nao
5573941126537,TIM,DADOS_5G,Nao
5593954248706,CLARO,DADOS_5G,Nao
5546982746820,OI,DADOS_4G,Sim
5555928608967,VIVO,DADOS_4G,Sim
5564914871984,OI,DADOS_5G,Nao
5585993794869,OI,DADOS_4G,Sim
5554978426060,VIVO,DADOS_3G,Sim
5522993943587,TIM,DADOS_4G,Sim
5549927327255,CLARO,DADOS_5G,Sim
5527941108364,VIVO,DADOS_5G,Nao
5549901956650,VIVO,DADOS_3G,Nao
5552976765395,OI,DADOS_5G,Sim
5524956069154,OI,DADOS_5G,Nao
5578997077266,OI,DADOS_3G,Nao
5567945045762,TIM,DADOS_3G,Nao
5562981718092,CLARO,DADOS_4G,Nao
5599961266857,CLARO,DADOS_4G,Nao
5564933625826,VIVO,DADOS_5G,Nao
5585927234955,OI,DADOS_4G,Sim
5568950182752,TIM,DADOS_3G,Nao
5544901307129,OI,DADOS_4G,Nao
5533967738252,TIM,DADOS_3G,Nao
5578980166772,VIVO,DADOS_3G,Nao
5575962606301,CLARO,DADOS_5G,Nao
5561925960317,OI,DADOS_5G,Sim
5579971062470,VIVO,DADOS_4G,Nao
5562949914503,CLARO,DADOS_5G,Sim
5588920598071,VIVO,DADOS_4G,Nao
5571981396192,TIM,DADOS_4G,Nao
5576935193800,CLARO,DADOS_5G,Sim
5593990162738,CLARO,DADOS_5G,Nao
5513929892730,CLARO,DADOS_5G,Sim
5566963296467,CLARO,DADOS_3G,Sim
5555967247931,OI,DADOS_4G,Nao
5583988993333,VIVO,DADOS_3G,Sim
5573915531031,VIVO,DADOS_3G,Nao
5592951375201,VIVO,DADOS_3G,Sim
5513980029545,VIVO,DADOS_3G,Nao
5586953030070,TIM,DADOS_5G,Sim
5511956624049,TIM,DADOS_5G,Nao
5529972042777,TIM,DADOS_3G,Sim
5580907128207,VIVO,DADOS_5G,Nao
5528916386770,OI,DADOS_5G,Sim
5513981293200,OI,DADOS_3G,Nao
5584942431330,CLARO,DADOS_5G,Nao
5550959255006,TIM,DADOS_3G,Sim
5535906930240,VIVO,DADOS_5G,Sim
5535926019528,OI,DADOS_4G,Sim
5572942083612,OI,DADOS_5G,Sim
5542947007102,TIM,DADOS_3G,Nao
5596948763879,TIM,DADOS_3G,Nao
5530906356700,VIVO,DADOS_3G,Nao
5572985156674,OI,DADOS_3G,Nao
5517921094058,OI,DADOS_4G,Nao
5547900856272,VIVO,DADOS_5G,Nao
5541946668130,CLARO,DADOS_4G,Sim
5577984489563,CLARO,DADOS_3G,Sim
5569947715789,VIVO,DADOS_3G,Sim
5569996299598,OI,DADOS_4G,Sim
5516968045134,TIM,DADOS_4G,Sim
5573975300846,TIM,DADOS_5G,Nao
5587928541745,VIVO,DADOS_3G,Nao
5523960134689,OI,DADOS_3G,Sim
5512901050635,CLARO,DADOS_5G,Sim
5570989964691,TIM,DADOS_3G,Sim
5579904519555,CLARO,DADOS_5G,Nao
5554957253933,CLARO,DADOS_4G,Nao
5573997772511,CLARO,DADOS_3G,Sim
5520953776687,CLARO,DADOS_5G,Nao
5552964518690,CLARO,DADOS_4G,Nao
5573957823603,CLARO,DADOS_5G,Nao
5516960366790,VIVO,DADOS_3G,Nao
5597924807630,OI,DADOS_3G,Sim
5555977854543,OI,DADOS_3G,Sim
5516904795371,TIM,DADOS_3G,Nao
5572909952690,VIVO,DADOS_4G,Nao
5526934116115,OI,DADOS_5G,Sim
5585989234759,TIM,DADOS_5G,Nao
5594943658312,VIVO,DADOS_5G,Sim
5535988457151,CLARO,DADOS_5G,Nao
5596902095082,CLARO,DADOS_4G,Nao
5589902975313,OI,DADOS_3G,Sim
5539943186260,CLARO,DADOS_3G,Nao
5570948728481,CLARO,DADOS_5G,Nao
5526935143096,OI,DADOS_5G,Sim
5566919096097,CLARO,DADOS_3G,Nao
5534935591411,OI,DADOS_5G,Nao
5559918152668,OI,DADOS_5G,Nao
5558937183160,TIM,DADOS_4G,Sim
5544906065208,OI,DADOS_4G,Sim
5552999341066,CLARO,DADOS_3G,Nao
5579941692331,TIM,DADOS_5G,Nao
5513995034180,OI,DADOS_4G,Nao
5557974615619,TIM,DADOS_5G,Sim
5566990585786,OI,DADOS_4G,Nao
5559955011909,TIM,DADOS_5G,Nao
5554973118727,TIM,DADOS_4G,Nao
5557993273227,CLARO,DADOS_5G,Nao
5558950941245,OI,DADOS_4G,Nao
5551964163088,VIVO,DADOS_4G,Sim
5526941254699,VIVO,DADOS_4G,Sim
5593971932839,TIM,DADOS_3G,Sim
5549977508622,CLARO,DADOS_3G,Sim
5590906897065,TIM,DADOS_3G,Nao
5563944733933,TIM,DADOS_3G,Sim
5543906375723,CLARO,DADOS_5G,Nao
5536993829560,TIM,DADOS_5G,Nao
5538934764539,VIVO,DADOS_4G,Nao
5514922029313,VIVO,DADOS_5G,Sim
5549916811565,CLARO,DADOS_3G,Nao
5570956974776,VIVO,DADOS_4G,Nao
5559993441020,VIVO,DADOS_5G,Sim
5549905454930,CLARO,DADOS_5G,Nao
5540997737933,VIVO,DADOS_5G,Nao
5523957477951,VIVO,DADOS_3G,Nao
5574931494305,TIM,DADOS_4G,Nao
5541909179432,TIM,DADOS_4G,Nao
5531957383701,TIM,DADOS_5G,Nao
5536982874783,OI,DADOS_4G,Sim
5563978046769,CLARO,DADOS_5G,Sim
5527977804127,VIVO,DADOS_5G,Sim
5546948675858,OI,DADOS_3G,Sim
5577992610437,OI,DADOS_4G,Sim
5514909991756,TIM,DADOS_3G,Sim
5556997052450,VIVO,DADOS_4G,Sim
5583994197377,TIM,DADOS_3G,Sim
5537979574084,TIM,DADOS_4G,Nao
5553932281334,CLARO,DADOS_4G,Nao
5593959492908,TIM,DADOS_5G,Sim
5542941192274,CLARO,DADOS_5G,Nao
5540995009019,OI,DADOS_5G,Sim
5523904113364,VIVO,DADOS_5G,Nao
5533995705893,VIVO,DADOS_3G,Nao
5513960716271,CLARO,DADOS_5G,Nao
5568981396874,CLARO,DADOS_3G,Nao
5529989474063,VIVO,DADOS_3G,Sim
5547944002653,CLARO,DADOS_3G,Sim
5536913194742,VIVO,DADOS_5G,Nao
5579971090912,TIM,DADOS_3G,Sim
5564959937741,VIVO,DADOS_5G,Nao
5549947090474,OI,DADOS_4G,Nao
5511966063291,VIVO,DADOS_4G,Sim
5525948449056,CLARO,DADOS_4G,Nao
5569983671656,TIM,DADOS_4G,Nao
5536905341453,CLARO,DADOS_4G,Nao
5585902743778,TIM,DADOS_5G,Nao
5514928211778,TIM,DADOS_5G,Sim
5513927013180,CLARO,DADOS_5G,Nao
5587914611414,OI,DADOS_3G,Sim
5565916396845,OI,DADOS_4G,Nao
5587972172363,VIVO,DADOS_4G,Nao
5522925580185,CLARO,DADOS_4G,Nao
5561921176115,VIVO,DADOS_3G,Sim
5532990267802,OI,DADOS_3G,Sim
5518936756174,TIM,DADOS_5G,Sim
5586947032443,CLARO,DADOS_5G,Nao
5535947753706,VIVO,DADOS_5G,Sim
5586989221044,TIM,DADOS_4G,Nao
5593989888394,TIM,DADOS_5G,Sim
5567934886115,OI,DADOS_5G,Nao
5520901367093,CLARO,DADOS_3G,Nao
5519939828864,VIVO,DADOS_3G,Nao
5577922985728,OI,DADOS_3G,Sim
5568945688777,OI,DADOS_3G,Sim
5517982715212,OI,DADOS_3G,Sim
5562987186566,CLARO,DADOS_5G,Sim
5543988645829,OI,DADOS_3G,Nao
5581990019378,TIM,DADOS_3G,Sim
5597907328155,VIVO,DADOS_4G,Sim
5586951476409,VIVO,DADOS_4G,Sim
5553965418362,OI,DADOS_3G,Nao
5550967608907,VIVO,DADOS_3G,Sim
5569965159137,OI,DADOS_4G,Sim
5537914113581,VIVO,DADOS_3G,Nao
5563963911698,VIVO,DADOS_5G,Sim
5533996748396,OI,DADOS_4G,Sim
5533974141340,CLARO,DADOS_3G,Sim
5519925752839,OI,DADOS_4G,Sim
5534970579779,CLARO,DADOS_5G,Sim
5562913698439,VIVO,DADOS_4G,Nao
5597956989028,TIM,DADOS_4G,Nao
5577904707726,OI,DADOS_3G,Sim
5551924739467,TIM,DADOS_3G,Nao
5519909494912,VIVO,DADOS_4G,Nao
5534900186926,CLARO,DADOS_4G,Nao
5529951499869,TIM,DADOS_5G,Sim
5596974912420,CLARO,DADOS_4G,Sim
5526972467758,CLARO,DADOS_4G,Nao
5558926810885,VIVO,DADOS_3G,Sim
5518995565896,VIVO,DADOS_3G,Nao
5527922448163,CLARO,DADOS_3G,Nao
5575974656476,VIVO,DADOS_3G,Nao
5553907485237,OI,DADOS_5G,Sim
5575959466879,TIM,DADOS_4G,Nao
5599929300387,VIVO,DADOS_5G,Sim
5595940899666,OI,DADOS_5G,Sim
5560953027277,CLARO,DADOS_3G,Nao
5544907370495,VIVO,DADOS_3G,Nao
5523974853832,TIM,DADOS_4G,Sim
5526950984795,CLARO,DADOS_4G,Nao
5596914281815,TIM,DADOS_4G,Sim
5516989934302,OI,DADOS_5G,Sim
5597917510848,CLARO,DADOS_5G,Nao
5564906716379,TIM,DADOS_4G,Sim
5552988225986,VIVO,DADOS_3G,Sim
5555928816784,TIM,DADOS_3G,Sim
5588948790592,TIM,DADOS_4G,Sim
5572962514468,CLARO,DADOS_4G,Sim
5593999554117,OI,DADOS_3G,Nao
5559921143024,OI,DADOS_3G,Nao
5581932395771,CLARO,DADOS_4G,Nao
5589994109208,CLARO,DADOS_5G,Sim
5592946188532,TIM,DADOS_3G,Sim
5579942154305,CLARO,DADOS_3G,Nao
5590903734777,VIVO,DADOS_4G,Nao
5514945963397,TIM,DADOS_5G,Sim
5538936718410,OI,DADOS_3G,Nao
5589986169223,TIM,DADOS_4G,Nao
5585964078549,OI,DADOS_3G,Sim
5524977761133,VIVO,DADOS_4G,Sim
5525955959075,OI,DADOS_3G,Sim
5577961213445,OI,DADOS_3G,Nao
5577975480510,OI,DADOS_3G,Nao
5528961408045,VIVO,DADOS_3G,Sim
5590909763587,OI,DADOS_3G,Nao
5520925082192,CLARO,DADOS_5G,Sim
5517931228568,OI,DADOS_3G,Nao
5565934475875,TIM,DADOS_5G,Nao
5525952216240,OI,DADOS_4G,Sim
5590983171561,OI,DADOS_5G,Sim
5544941899475,VIVO,DADOS_3G,Nao
5549973329932,VIVO,DADOS_4G,Sim
5544962511783,VIVO,DADOS_5G,Sim
5570913046168,OI,DADOS_4G,Nao
5547955286147,VIVO,DADOS_4G,Nao
5524923493743,OI,DADOS_5G,Sim
5542923720350,TIM,DADOS_4G,Nao
5533903967004,CLARO,DADOS_5G,Sim
5596943271685,TIM,DADOS_5G,Sim
5562968529061,CLARO,DADOS_5G,Nao
5597901662830,OI,DADOS_4G,Sim
5571961130704,TIM,DADOS_5G,Nao
5552947651148,OI,DADOS_3G,Nao
5552964816095,OI,DADOS_3G,Nao
5586981223834,VIVO,DADOS_3G,Sim
5597942996003,OI,DADOS_4G,Sim
5526998924989,VIVO,DADOS_3G,Nao
5594940779143,CLARO,DADOS_4G,Sim
5559936926476,OI,DADOS_5G,Sim
5591951362209,CLARO,DADOS_3G,Nao
5563956755199,OI,DADOS_4G,Nao
5526964487768,VIVO,DADOS_5G,Nao
5546974092648,TIM,DADOS_4G,Sim
5596910614847,TIM,DADOS_5G,Sim
5580932238490,TIM,DADOS_5G,Nao
5595968454523,CLARO,DADOS_4G,Nao
5599988722082,CLARO,DADOS_5G,Sim
5589936499951,OI,DADOS_5G,Nao
5544980872766,CLARO,DADOS_4G,Sim
5580969129454,TIM,DADOS_5G,Sim
5528956697736,CLARO,DADOS_3G,Nao
5596927956328,TIM,DADOS_5G,Sim
5576903291498,OI,DADOS_4G,Nao
5521951971877,VIVO,DADOS_3G,Sim
5594971487888,TIM,DADOS_4G,Nao
5588928489343,VIVO,DADOS_3G,Sim
5537953093173,CLARO,DADOS_5G,Nao
5562982895209,TIM,DADOS_4G,Sim
5577979329911,TIM,DADOS_4G,Nao
5556985665098,VIVO,DADOS_3G,Nao
5573979390886,CLARO,DADOS_3G,Nao
5595936386535,VIVO,DADOS_5G,Sim
5529937180529,VIVO,DADOS_4G,Nao
5520913511069,TIM,DADOS_5G,Sim
5581911890234,VIVO,DADOS_4G,Nao
5561954705943,CLARO,DADOS_5G,Nao
5541939451876,VIVO,DADOS_4G,Nao
5527964306532,OI,DADOS_5G,Sim
5534994918059,TIM,DADOS_3G,Nao
5582906010234,CLARO,DADOS_3G,Sim
5520912467140,OI,DADOS_4G,Sim
5588972617443,TIM,DADOS_5G,Sim
5567934847413,OI,DADOS_5G,Sim
5537988922814,VIVO,DADOS_4G,Sim
5525906812234,OI,DADOS_3G,Sim
5553989132793,CLARO,DADOS_4G,Nao
5571948729620,VIVO,DADOS_4G,Sim
5575994820720,VIVO,DADOS_4G,Nao
5588956389513,CLARO,DADOS_3G,Sim
5598991890792,CLARO,DADOS_5G,Nao
5566905363828,TIM,DADOS_4G,Sim
5599991233527,VIVO,DADOS_3G,Nao
